GeneID	BRO_1_ANAMMOX	BRO_2_ANAMMOX	BRO_1_SP_ELECTRODE	BRO_2_SP_ELECTRODE
PROKKA_50799	66	189	51	52
PROKKA_50800	127	179	21	56
PROKKA_50801	43	60	7	23
PROKKA_50802	24	28	4	11
PROKKA_50803	101	139	20	64
PROKKA_50804	81	129	39	56
PROKKA_50805	24	23	10	23
PROKKA_50806	75	154	7	21
PROKKA_50807	239	333	93	201
PROKKA_50808	25	25	5	9
PROKKA_50809	147	228	54	73
PROKKA_51819	259	444	72	88
PROKKA_51820	190	272	43	108
PROKKA_51821	55	90	13	31
PROKKA_51822	453	954	117	138
PROKKA_51823	249	446	28	71
PROKKA_51824	423	672	77	116
PROKKA_51825	326	619	80	135
PROKKA_51826	46	97	4	6
PROKKA_51827	53	102	7	9
PROKKA_51828	105	150	11	26
PROKKA_51829	75	142	12	17
PROKKA_51830	164	232	23	30
PROKKA_51831	230	361	56	68
PROKKA_51832	106	219	16	24
PROKKA_51833	334	670	53	60
PROKKA_51834	73	131	2	3
PROKKA_51835	394	666	77	64
PROKKA_51836	179	303	14	23
PROKKA_51837	391	687	26	43
PROKKA_51838	635	1205	127	130
PROKKA_51839	217	372	17	34
PROKKA_51840	726	1246	264	254
PROKKA_51841	127	208	9	55
PROKKA_51842	1294	2443	453	413
PROKKA_51843	154	234	35	43
PROKKA_51844	147	277	42	41
PROKKA_51845	172	214	55	95
PROKKA_51846	2	1	1	2
PROKKA_51847	6	20	6	6
PROKKA_51848	102	141	15	51
PROKKA_51849	77	118	11	20
PROKKA_51850	583	973	170	161
PROKKA_51851	660	1036	117	257
PROKKA_51852	16	21	13	10
PROKKA_51853	365	571	117	170
PROKKA_51854	124	168	16	45
PROKKA_51855	106	235	83	55
PROKKA_51856	10	12	1	0
PROKKA_51857	174	274	91	210
PROKKA_51858	384	694	176	202
PROKKA_51859	36	42	12	17
PROKKA_51860	16	26	9	5
PROKKA_51861	260	343	89	202
PROKKA_51862	213	477	65	42
PROKKA_51863	42	80	9	16
PROKKA_51864	132	246	59	73
PROKKA_51865	160	305	22	49
PROKKA_51866	37	44	13	25
PROKKA_51867	36	73	15	49
PROKKA_51868	306	675	82	139
PROKKA_51869	63	120	35	109
PROKKA_51870	28	46	13	30
PROKKA_51871	28	30	9	23
PROKKA_51872	34	55	16	35
PROKKA_51873	29	24	7	16
PROKKA_51874	13	24	15	25
PROKKA_51875	108	175	138	187
PROKKA_51876	20	45	30	59
PROKKA_51877	20	21	8	29
PROKKA_51878	10	11	4	2
PROKKA_51879	51	58	11	32
PROKKA_51880	24	38	9	14
PROKKA_51881	15	33	11	7
PROKKA_51882	66	120	31	56
PROKKA_51883	26	20	6	27
PROKKA_51884	14	18	10	23
PROKKA_51885	8	11	4	6
PROKKA_51886	73	173	39	63
PROKKA_51887	31	25	12	28
PROKKA_51888	40	79	23	40
PROKKA_51889	61	65	37	65
PROKKA_51890	14	9	9	22
PROKKA_51891	14	20	15	25
PROKKA_51892	18	25	5	11
PROKKA_51893	64	76	35	68
PROKKA_51894	36	57	16	68
PROKKA_51895	19	20	7	22
PROKKA_51896	364	525	154	306
PROKKA_51897	895	1549	589	1046
PROKKA_51898	4544	7867	2655	5234
PROKKA_51899	6395	11701	5835	14711
PROKKA_51900	374	620	119	191
PROKKA_51901	406	633	89	156
PROKKA_51902	189	301	64	99
PROKKA_51903	1975	4010	1002	904
PROKKA_51904	337	588	80	203
PROKKA_51905	189	318	130	237
PROKKA_62248	31	53	8	10
PROKKA_62249	25	34	4	17
PROKKA_62250	8	7	7	11
PROKKA_62251	28	37	6	8
PROKKA_62252	98	176	42	71
PROKKA_62253	1130	2180	693	862
PROKKA_62254	369	795	91	56
PROKKA_62255	213	331	54	54
PROKKA_62256	167	271	47	53
PROKKA_62257	222	418	89	128
PROKKA_62258	444	753	228	465
PROKKA_62259	837	1420	542	706
PROKKA_62260	169	294	98	168
PROKKA_62261	1052	2082	552	550
PROKKA_62262	804	1315	380	423
PROKKA_62263	2253	4208	567	490
PROKKA_62264	691	1152	832	671
PROKKA_62265	96	167	79	116
PROKKA_62266	6	6	2	4
PROKKA_62267	2	7	5	2
PROKKA_62268	644	1428	389	373
PROKKA_62269	285	524	245	256
PROKKA_62270	168	268	72	126
PROKKA_62271	325	528	63	98
PROKKA_62272	763	1568	196	181
PROKKA_62273	112	205	77	59
PROKKA_62274	119	219	91	78
PROKKA_62275	666	1197	332	291
PROKKA_62276	333	566	92	207
PROKKA_62278	114	206	98	66
PROKKA_62279	53	84	15	28
PROKKA_62280	57	76	7	13
PROKKA_62281	300	520	40	74
PROKKA_62282	704	1445	515	353
PROKKA_62283	168	318	35	72
PROKKA_62284	14	9	5	5
PROKKA_62285	73	132	9	29
PROKKA_62286	281	392	50	87
PROKKA_62287	125	207	34	78
PROKKA_62288	46	74	10	15
PROKKA_62289	220	428	38	92
PROKKA_62290	147	258	48	45
PROKKA_62291	168	328	98	113
PROKKA_62292	242	359	214	167
PROKKA_62293	92	171	115	181
PROKKA_62294	1874	3184	143	226
PROKKA_62295	1208	2381	134	109
PROKKA_69467	33	41	23	38
PROKKA_69468	78	89	23	61
PROKKA_69469	1289	2229	703	746
PROKKA_69470	479	723	202	337
PROKKA_69471	1050	2049	446	456
PROKKA_69472	281	547	184	217
PROKKA_69473	162	318	81	80
PROKKA_69474	125	222	48	67
PROKKA_69475	316	550	142	212
PROKKA_69476	120	213	40	45
PROKKA_69477	256	406	59	148
PROKKA_69478	3004	5835	1992	2698
PROKKA_69479	298	529	230	297
PROKKA_69480	282	499	268	247
PROKKA_69481	1575	2902	1014	983
PROKKA_69482	420	687	71	160
PROKKA_69483	266	392	88	144
PROKKA_69484	212	401	137	229
PROKKA_69485	1450	2570	1103	1708
PROKKA_69486	627	1131	293	301
PROKKA_69487	305	401	198	202
PROKKA_69488	58	85	10	23
PROKKA_69489	254	465	77	71
PROKKA_69490	554	805	63	110
PROKKA_69491	913	1568	222	291
PROKKA_69492	437	852	106	114
PROKKA_69493	88	152	28	39
PROKKA_69494	390	737	214	225
PROKKA_69495	251	413	126	203
PROKKA_69496	81	111	34	67
PROKKA_69497	1006	1740	266	378
PROKKA_69498	588	1051	181	317
PROKKA_69499	70	105	19	36
PROKKA_69500	39	74	8	19
PROKKA_69501	15	20	6	11
PROKKA_69502	45	41	19	19
PROKKA_69503	35	5	3	21
PROKKA_69504	2142	4368	1676	1198
PROKKA_69505	317	563	50	61
PROKKA_69506	92	170	67	58
PROKKA_69507	122	225	30	37
PROKKA_69508	38	127	14	21
PROKKA_69509	109	249	44	40
PROKKA_69510	206	360	55	61
PROKKA_69511	130	231	62	157
PROKKA_69512	3	18	7	11
PROKKA_69513	3	4	8	9
PROKKA_76391	44	79	9	17
PROKKA_76392	18	36	4	9
PROKKA_76393	48	65	12	18
PROKKA_76394	73	113	24	24
PROKKA_76395	32	50	3	20
PROKKA_76396	19	24	2	4
PROKKA_76397	86	128	14	34
PROKKA_76398	1530	2588	170	259
PROKKA_76399	313	662	36	47
PROKKA_76400	61	118	12	25
PROKKA_76401	269	490	117	107
PROKKA_76402	238	488	117	186
PROKKA_76403	1063	1953	263	574
PROKKA_76404	604	1123	298	278
PROKKA_76405	518	958	130	171
PROKKA_76406	43	88	7	16
PROKKA_76407	167	229	87	152
PROKKA_76408	26	34	15	15
PROKKA_76409	11	28	8	11
PROKKA_76410	162	212	50	84
PROKKA_76412	135	170	125	208
PROKKA_76413	42	53	23	39
PROKKA_76414	313	627	69	95
PROKKA_76416	455	896	210	283
PROKKA_76417	89	105	16	32
PROKKA_76418	22	15	7	14
PROKKA_76419	14	24	8	23
PROKKA_76421	59	86	19	57
PROKKA_76422	33	73	9	26
PROKKA_80808	501	850	200	233
PROKKA_80809	395	678	142	231
PROKKA_80810	65	134	19	22
PROKKA_80811	184	299	34	77
PROKKA_80812	427	691	149	189
PROKKA_80813	118	167	16	34
PROKKA_80814	1181	2060	390	530
PROKKA_80815	244	285	59	106
PROKKA_80816	52	58	6	17
PROKKA_80817	263	492	126	135
PROKKA_80818	1249	2344	615	571
PROKKA_80819	266	471	120	104
PROKKA_80820	219	424	182	108
PROKKA_80821	1523	1840	65	151
PROKKA_80822	924	1734	62	125
PROKKA_80823	567	968	95	133
PROKKA_80824	76	165	25	42
PROKKA_80825	642	1154	296	412
PROKKA_80826	30	60	8	12
PROKKA_80827	3033	5267	1374	1623
PROKKA_80828	445	800	147	219
PROKKA_80829	679	1178	196	222
PROKKA_80830	124	204	46	70
PROKKA_80831	563	968	522	732
PROKKA_80832	107	183	31	64
PROKKA_80833	311	495	93	125
PROKKA_83438	167	289	38	88
PROKKA_83439	43	60	20	26
PROKKA_83440	28	45	16	27
PROKKA_83441	223	325	54	65
PROKKA_83442	324	497	30	63
PROKKA_83443	282	379	78	212
PROKKA_83444	514	789	39	88
PROKKA_83445	927	1688	331	581
PROKKA_83446	171	340	50	60
PROKKA_83447	192	332	51	65
PROKKA_83448	591	1197	558	500
PROKKA_83451	140	215	119	159
PROKKA_83452	16	25	23	22
PROKKA_83453	130	200	51	119
PROKKA_83454	405	645	263	435
PROKKA_83455	94	160	29	77
PROKKA_83456	71	116	28	96
PROKKA_83457	44	90	10	46
PROKKA_83458	101	140	27	75
PROKKA_83459	53	96	13	48
PROKKA_83460	102	186	27	81
PROKKA_83461	59	93	10	44
PROKKA_83462	143	195	103	298
PROKKA_83464	31	60	10	35
PROKKA_83465	171	225	55	196
PROKKA_83466	215	396	94	286
PROKKA_83467	228	423	140	313
PROKKA_83468	10	12	10	14
PROKKA_95257	2935	5404	250	247
PROKKA_95258	1462	2580	187	209
PROKKA_95259	1291	2177	142	253
PROKKA_95260	4281	7460	721	660
PROKKA_95261	1411	2689	292	360
PROKKA_95262	282	410	66	103
PROKKA_95263	8838	17202	1377	1289
PROKKA_95264	249	270	11	33
PROKKA_95265	163	273	37	66
PROKKA_95266	211	459	110	137
PROKKA_95267	41	86	15	17
PROKKA_95268	161	230	46	56
PROKKA_95269	532	899	135	158
PROKKA_95270	614	1077	137	194
PROKKA_95271	1237	2314	434	548
PROKKA_95272	1328	2605	699	837
PROKKA_95273	523	963	254	268
PROKKA_95274	499	886	253	283
PROKKA_95275	203	296	83	105
