scaffold1,scaffold2,connections
22294,34137,2
15066,21636,2
1077,1116,7
105259,9383,2
258,31,14
34162,91665,4
16275,5923,2
114157,76120,6
13398,58340,3
25059,27786,7
59729,88186,35
2416,9702,2
35816,70390,3
104075,1277,10
106658,4333,2
59,64248,11
102725,19109,2
1344,7550,2
20251,96866,2
129,416,2
35357,8181,5
348,45476,6
15513,65007,2
55528,73455,5
1747,31580,2
101961,28530,5
19711,6886,2
115752,7457,2
24848,84341,2
2444,67553,16
11,119123,22
1772,1814,2
14082,76650,2
15850,217,10
5296,74481,65
41785,8624,4
16282,51793,2
31061,44668,4
116971,75348,3
2851,70980,2
29393,31604,2
16467,6534,2
2581,45654,2
19342,99209,154
1205,68391,8
453,62506,10
139,96588,2
181,76299,2
86965,86967,2
18746,3633,4
109839,1803,2
55717,6963,14
329,4921,28
32957,66897,6
1978,268,11
1205,76299,58
11800,2679,2
16857,29680,95
49111,76120,5
119489,392,21
250,405,4
121985,15019,6
108023,1673,6
1267,4422,2
29916,98391,2
4222,85499,2
43867,690,33
47141,70848,2
11456,15573,220
111997,15401,3
22913,38613,2
12155,74032,2
18387,263,9
40757,62436,2
24206,99640,2
323,82769,4
121,69909,15
110010,4215,3
126774,29148,2
1200,6503,9
4008,59843,3
2565,99331,2
111194,83274,3
124935,66673,4
132434,71980,2
1004,29936,61
133779,76107,5
124555,9517,10
15850,61196,19
171,74571,8
11456,69909,2703
105122,107875,4
4321,6039,10
22545,3417,2
14222,48104,2
31448,58012,2
49383,93135,3
11453,30121,2
112841,45562,2
15414,59981,2
113986,11999,2
39980,49872,2
29096,66593,2
115571,25492,3
102566,111,14
37896,58734,2
2819,33201,2
15227,42432,2
83273,9197,6
7572,99643,4
33913,40272,2
50574,79927,2
11681,19492,3
119126,3270,3
3436,777,11
91788,93247,2
128811,45730,3
3158,40113,8
131356,2995,6
3588,8735,2
104075,252,5
11532,66672,2
6617,7105,7
15517,76382,5
19258,94347,4
1285,1944,3
5189,7202,2
42731,87524,3
22561,9270,2
12698,22795,12
106363,7585,20
29799,4450,2
19487,4345,19
11810,12825,2
97917,99768,2
3025,8889,11
63249,67,21
455,585,6
32585,40620,3
107294,33969,5
50839,68762,2
422,69577,17
108160,344,6
31657,7647,8
97120,99884,14
12608,1642,2
101821,4141,2
263,52080,8
1158,28568,2
36344,96588,10
29898,3473,2
114681,18063,2
10610,1184,2
13,3306,6
22039,99330,6
10944,28530,4
116,116,19
1784,2869,2
78299,85091,2
31275,38830,6
20075,3078,11
5728,6695,2
20840,37139,2
22094,5160,2
41640,81547,5
110010,17060,2
111010,20869,3
112997,504,2
5,9,2
116778,1930,2
3307,54271,8
100990,5731,3
44309,89197,2
119848,5,24
32281,35816,3
10914,120406,6
15747,5591,2
55937,95,2
111849,70076,5
36816,58691,3
17809,98544,2
11958,43447,2
1002,483,99
22211,5508,4
2128,713,2
49383,90232,3
3857,92769,4
33382,39673,2
10639,3726,2
12064,736,8
38001,9541,22
63665,67324,6
35053,60831,7
3586,68689,4
3219,51695,3
7,72463,10
10293,6648,2
32800,7171,2
34242,51982,2
59681,70468,2
25821,26530,4
32285,51634,2
1205,24285,2
55156,7055,5
119489,2762,4
134904,8294,2
4043,57895,2
44228,4792,4
15505,56547,4
27213,72133,3
1906,21589,2
103029,27885,4
31355,57443,3
312,7585,6
4214,6277,2
7108,9473,9
34409,35463,9
14172,3628,2
16752,71297,10
2833,5243,3
17541,2193,3
3829,52039,2
1120,2004,2
100710,51499,2
3402,972,3
40581,9131,5
774,82444,17
18570,25382,3
100989,101262,2
5140,7509,8
33405,58283,8
23956,95,2
100025,62,18
1235,3442,2
131154,26939,4
226,80,3
13569,7482,2
29818,83274,6
10500,48590,5
20251,8989,4
20693,4060,2
524,702,2
7431,8263,2
11699,41984,8
8990,95069,2
18583,64798,4
11520,46524,4
104539,1985,27
32189,5554,9
2214,9282,3
3653,470,8
15398,74828,18
7916,90596,2
10848,11136,2
18492,62388,16
27718,457,4
33691,57248,2
42734,89197,5
21525,7209,2
2304,595,40
14750,29347,13
15045,88628,2
218,33614,7
1694,19342,302
3361,41873,2
15292,65989,2
53425,83273,51
12214,14650,2
45476,491,2
10321,87763,13
18063,67975,19
407,69676,114
149,4273,2
14517,65298,2
1119,79058,2
10836,7378,2
2250,96588,9
2778,76942,10
131154,709,38
19825,5739,2
134903,89990,17
8522,9975,2
19342,3074,134
18722,31218,6
11921,3268,4
42734,88873,6
104978,63445,16
22609,75852,2
10968,6426,2
64140,70394,2
52288,74020,16
62967,7992,3
39849,4905,2
15986,33618,2
13765,977,6
110474,8077,16
60032,75591,4
1697,4651,12
120808,6718,2
27464,8493,6
49424,52189,2
24539,5400,2
48977,78767,2
16984,4326,2
2928,69753,7
41685,58340,2
3799,7981,4
1068,269,15
27213,74170,2
105122,17266,20
38882,63037,4
1002,185,128
10906,8995,2
10391,67246,4
14677,24954,2
45164,67559,2
20612,28798,2
6695,94224,2
58513,62902,8
401,88186,68
183,2463,2
28741,5832,2
4474,8877,2
125117,13423,9
103457,25756,3
92519,93135,5
48783,63446,2
49191,49872,2
233,391,2
21329,63190,2
44265,44846,4
31946,9377,7
45351,89431,2
10531,12540,3
28261,51934,4
33198,56122,2
10458,67769,2
19120,52342,2
49611,5860,7
26440,42821,5
11594,87951,6
1545,38629,4
1811,451,2
133353,17530,18
129896,5615,4
15490,82444,5
5,95939,3
11654,8405,2
1779,4657,13
22912,8629,2
50175,51979,2
101389,24134,21
20820,29406,2
71456,74739,5
14062,97895,3
11456,407,139
1851,1912,2
37827,84334,2
43048,77213,3
1037,11456,237
38613,74170,5
26289,8287,2
3091,5265,9
119489,488,12
1594,82444,11
13685,38474,2
49467,6104,2
59386,84780,2
11006,3481,8
42725,726,2
24205,899,2
17225,22145,2
13983,4240,2
113344,8493,13
1011,7107,4
2581,94691,135
1161,381,4
24819,62023,2
165,76648,6
194,74481,71
2358,70980,3
14018,74646,7
1277,76942,5
35161,98396,2
21531,43910,3
7013,8861,2
1900,6981,3
1570,843,4
37322,8719,4
104075,20820,10
39734,5436,10
308,649,6
15222,416,5
104075,5890,8
39704,7841,7
252,60284,3
5094,99758,2
116777,8677,2
127,39,9
19194,7689,17
108624,4534,2
1118,662,3
2474,25675,2
19536,95585,8
51634,6846,6
16016,77810,3
11520,47197,2
1524,99473,5
12450,22096,4
1259,333,3
14061,33305,2
14337,5347,4
80845,9961,2
110474,3008,7
264,69676,84
16275,3865,5
118247,1842,3
32455,33177,7
28444,60885,4
30514,49670,2
116779,1826,5
52821,8946,6
1726,1741,20
105122,1746,2
10044,22556,4
11095,6621,3
15019,80653,5
57668,94226,3
23693,38137,2
35710,57027,2
15015,4736,2
4428,60974,2
11875,52591,2
25287,54355,4
74987,8757,18
43452,45527,2
14579,4589,2
5330,87302,2
110021,20818,2
26402,89197,8
1002,99209,3709
19342,318,149
13656,18937,2
45010,9354,4
8147,84542,6
363,74,6
100845,606,3
14048,99210,6
33592,33890,8
79065,97252,3
39791,40716,3
117,226,4
117155,54548,2
55731,5763,7
12106,470,2
409,86968,2
4761,90926,5
29097,51890,2
55155,70382,2
119489,546,10
11240,3362,2
126774,76299,6
11676,8147,7
169,74571,12
49077,83183,3
39152,49577,4
25237,77133,2
80266,957,2
48542,70522,2
2110,711,3
20359,29683,3
51635,52883,2
15222,9540,9
22096,5882,2
41,51,6
17823,835,2
55574,7600,3
103311,56288,5
21257,47520,2
19206,5867,9
35336,41547,4
80845,97127,3
14375,5685,3
104075,16752,8
71374,7218,2
167,180,58
53587,5845,11
309,88186,32
100450,90130,2
16535,31604,2
180,72210,119
106031,17346,2
20612,2228,5
2892,769,2
36036,43084,20
119673,4109,7
2364,6777,3
17132,17530,3
287,88070,22
121577,38557,2
6685,73455,3
26033,5490,3
1177,87874,2
11673,120238,2
29307,9587,2
17977,9318,2
13911,27258,2
62652,81546,2
101960,14524,18
15235,81979,5
149,57724,2
3848,9540,2
131160,40767,2
116236,239,26
104076,49191,2
26275,519,5
13160,18218,2
2199,2674,5
17809,79634,2
35584,9302,10
40116,40760,3
227,43900,29
16752,37032,8
301,62506,12
16171,5310,2
13805,21695,2
4527,6355,4
392,82444,8
1612,65990,7
55,90,31
17663,9481,3
33863,6921,4
367,99472,3
423,57724,10
2505,513,2
2375,96588,5
16641,7246,2
14048,99211,2
114157,79733,2
10308,10737,2
289,99209,2
25359,29886,2
25888,28025,5
16496,2254,2
3437,40682,2
44846,7435,6
17060,28455,2
19269,6427,2
1493,18099,2
38650,69682,3
370,86964,29
2339,36144,3
3491,5699,8
58454,58849,8
106366,74734,3
67557,79639,2
91275,9164,10
46471,93247,2
15024,211,4
115393,70304,11
2696,6057,4
2770,537,3
13826,59611,3
2070,95585,2
23989,67975,2
34059,44309,6
11964,7921,3
102257,106662,5
12823,15582,3
28635,892,2
23693,5788,2
2176,5616,2
4743,5229,2
10521,9,2
268,7689,19
15350,79927,3
11043,87951,2
121579,27917,3
5812,77534,2
4099,68536,5
310,3848,131
31055,43612,2
36317,49611,4
108921,8520,2
1002,15222,2
3861,67619,2
1920,541,5
1172,822,3
215,52080,6
337,74396,15
31202,44309,2
30056,43164,21
6695,81715,5
32604,7679,3
231,303,2
13075,7012,2
107730,4572,3
2864,87312,2
1182,59072,6
178,53532,3
17809,48544,2
17675,25174,2
116777,70516,7
578,99,15
12060,7998,3
24917,34020,2
21559,41413,5
2388,67768,7
15850,442,7
54612,74747,2
4150,9950,2
44694,87091,3
26987,4769,2
103457,15985,4
23451,60032,5
106998,74843,2
1772,2690,3
128816,14081,2
11778,29799,2
10016,35434,11
107435,52184,9
43874,97255,3
105573,6360,2
60333,966,20
18387,564,10
294,86964,35
119489,1687,7
100989,8881,9
90232,93136,2
1206,2966,2
6286,83067,5
46472,5408,3
12352,28757,2
436,509,2
31553,70516,13
18880,3402,4
1015,5404,2
123140,46835,3
11540,3473,4
12419,74909,4
107572,2694,6
14,21,3
436,662,9
11095,14140,3
14949,16677,2
21321,35585,2
67044,84780,2
16298,90818,2
13942,5615,5
10661,2176,2
23956,372,138
23756,2426,4
5569,7830,2
164,312,7
105729,72130,3
107730,21150,3
115571,16003,2
38336,5139,5
1057,1825,21
15491,3259,2
27645,36562,2
25538,69682,2
4214,74987,4
1694,289,2
29659,51747,4
16328,35005,2
115029,24539,2
16047,7333,2
132905,27144,3
1118,94691,2
8976,92021,6
11006,236,11
18332,20484,2
62506,76,7
25453,43868,3
10621,7894,2
26,8762,9
70760,9891,3
1694,185,2
92519,99774,4
30183,8118,2
24134,31946,6
132434,79456,5
3620,4437,2
2453,590,10
27298,5239,5
15511,3245,4
235,45391,161
100168,117521,2
8107,93514,2
38596,47207,2
132433,13836,8
3010,3886,2
32587,70519,2
69345,94939,2
239,2554,20
688,70,8
70522,72310,2
41488,60032,7
11710,4863,2
34857,38311,2
12608,53692,107
30927,5288,2
26,32988,46
38957,45073,2
143,6534,7
30993,7714,11
65564,99884,6
16275,21609,4
165,3121,5
2723,5493,2
7491,85091,3
21408,8068,3
3371,5098,2
18220,46557,2
107575,35584,8
1743,56922,2
118781,4619,2
4613,82271,16
12987,3049,2
490,63028,18
15414,28530,2
15398,48,6
48192,80963,2
11402,291,5
4685,58010,2
19185,7801,2
213,82271,15
22084,40093,40
2913,9004,3
2304,7691,12
131154,541,2
12875,58340,3
5942,6724,2
31755,33285,2
32988,66056,21
1534,20016,2
104075,16981,25
2276,33304,6
22256,3660,2
11468,29449,4
43301,70290,8
618,88070,25
33841,49225,2
1219,5386,22
3694,40547,2
209,54957,3
274,399,7
15872,29489,2
28898,7427,2
30384,47508,2
112492,71457,8
362,519,3
4300,99472,11
13039,3454,2
39662,8158,2
104075,2453,11
106026,12415,2
509,72210,2
25490,36014,2
19426,74253,2
47642,4853,5
102725,6110,6
1678,73944,10
77113,83998,3
41984,46389,2
2793,5660,2
22107,86832,6
1308,2138,3
61,68315,8
22402,52588,2
55616,6374,3
93135,99774,7
17961,39291,2
2549,34919,2
25681,51379,2
405,7474,16
1673,2762,8
111844,2084,8
25901,33693,2
464,82961,29
20924,26721,7
14689,37927,3
12700,4599,3
8245,87636,6
24539,25948,4
22925,30810,3
116073,20327,2
12150,71298,4
102112,21919,4
103783,133359,2
121981,165,73
29486,48981,2
15723,5867,3
154,434,20
730,74988,6
39543,4191,2
134010,36318,2
21546,5557,2
35816,67482,2
6583,65833,4
49913,67404,5
12073,82554,2
134904,20294,2
16275,33200,6
119489,2149,2
12564,20251,5
23,72935,10
1542,7854,5
33516,35162,11
3246,67405,5
131356,1486,11
66897,67482,3
106,651,2
17402,32604,3
106199,17163,16
1555,35753,10
237,56003,2
1317,83067,4
6319,71456,2
39734,6705,10
185,416,3
15008,17299,3
37272,65228,2
1399,782,5
104075,121579,4
4333,56781,5
4058,5505,4
103032,48943,2
15718,3136,2
16884,77624,45
12698,93004,12
15334,41508,11
63445,67194,2
5183,58340,7
3245,3817,3
530,74571,11
16919,60041,15
124,662,95
123749,16554,3
2518,4554,2
5148,7850,7
17935,20621,11
29267,97771,2
67,707,15
67690,94562,4
23836,8885,5
119489,1204,9
3010,4644,3
489,5828,2
1145,1963,3
1763,53015,2
38338,68053,2
1207,41814,6
29028,50674,4
15526,3301,2
10308,4572,7
53527,62149,7
52288,74021,7
111849,67482,3
102,56,3
130720,4253,2
21953,6853,7
1977,64608,7
1840,21034,3
20257,36813,11
3377,5828,7
1922,82444,11
44228,9585,9
12541,69909,4
25871,74396,9
112318,90232,2
101262,8267,5
14142,3472,3
10817,28637,2
1916,3274,9
1084,23536,4
57615,74172,3
606,971,5
11383,6479,2
1002,416,160
1472,8802,2
4184,67975,2
4127,5969,3
131356,3598,8
24291,47310,2
1444,1985,2
24134,8132,2
12401,9083,2
14394,15191,4
34379,67975,2
12658,5331,3
110474,535,5
111194,65005,4
108920,8354,4
11603,91665,2
6043,9041,2
317,667,2
17090,4564,8
129450,5784,2
2952,61140,3
10689,21717,3
108774,44590,3
1012,22420,2
40549,79628,3
17543,397,2
23320,33381,2
18960,9993,3
17309,4672,2
121405,87951,42
144,3286,2
52135,84780,2
12364,559,11
18959,4975,5
119673,191,10
125551,29901,3
35,711,12
22805,9333,2
52442,9241,3
138,94691,19
10254,5290,8
133588,39704,4
17060,7546,6
108482,4179,2
10669,4717,2
746,80,3
110,725,3
2600,54271,3
3280,39917,2
34241,6333,2
67044,85719,3
44344,81916,4
4941,7918,2
109070,1981,9
64925,68854,4
29348,3586,14
14433,37322,2
39521,62898,3
3150,372,5
48095,82272,8
28858,8860,3
121405,4886,2
1829,1963,2
131154,4036,11
32608,92767,2
12428,15752,2
11520,6886,4
44299,5890,2
17362,67616,11
1429,99209,5
16043,74253,9
100988,32776,2
111,52080,10
19095,93744,2
30429,43577,6
319,47507,113
3840,88070,30
100990,9249,9
109070,2600,19
104380,2062,2
1904,48827,2
472,77033,10
23956,72210,617
58676,8064,2
12513,9021,3
31707,90811,2
49872,79733,5
16846,26,2
20068,43403,6
29507,68398,3
23254,3109,2
16771,9244,4
101004,38399,7
60334,7224,2
106658,93503,4
103158,1694,3
20467,4581,3
1633,2032,2
10223,46471,2
70598,73553,4
1878,63249,23
386,53692,98
3108,37720,5
2534,6029,3
66396,92519,3
5224,6079,2
29602,9585,5
106668,96864,3
18690,36813,3
121407,26598,3
1812,577,2
40093,65380,15
115902,4102,2
2023,28846,11
16046,19118,2
101,63028,9
55155,6896,9
461,86968,18
9228,98683,3
492,89,11
3480,56,15
109839,57615,2
106658,36274,2
5650,85414,2
5860,64549,4
5537,60033,6
3587,41513,2
36274,4333,6
36359,57674,2
68689,9871,3
15582,15742,2
122163,293,14
10718,29587,102
1614,1911,2
70980,98944,6
4680,4968,2
11456,1694,2
1745,95585,11
436,72210,4
104381,89898,2
70390,7419,2
15222,53008,2
121785,73278,2
31,99472,4
63037,9517,5
16754,73199,2
3650,961,2
116777,20578,5
59,95939,32
127161,31680,5
126563,97628,2
1159,33058,21
18960,3696,5
1473,1592,5
356,490,3
69266,86843,2
129450,37477,4
11128,2823,2
101533,7465,2
18976,81974,2
101004,33435,8
20878,34579,2
111186,15557,10
131155,1401,2
25447,32015,10
28414,33803,3
122715,12793,2
100845,1673,2
31990,67324,2
12414,5553,5
1056,77624,19
2048,7900,2
33200,55717,3
31973,8627,3
103453,98525,8
104090,15634,2
36855,77113,5
2078,27258,2
13826,46674,9
22084,44633,13
1304,16215,2
17592,21916,3
312,4273,2
11491,31749,2
5330,74989,2
48587,4998,4
103165,3989,2
149,746,4
30653,37662,2
1922,36344,3
100025,711,11
25862,7628,4
13855,14066,2
130113,1488,2
20048,28873,2
11456,12608,4
40352,89781,2
407,894,3
57615,82961,2
70980,9333,2
119489,1673,19
2224,3661,2
108322,31946,15
460,77450,3
38707,83291,5
1002,167,124
105888,50681,19
3865,763,2
3662,87951,12
49201,65152,3
1212,40160,5
115387,12427,2
53529,88187,16
11236,18934,12
27902,44349,2
10278,20892,3
1068,11,13
70912,87763,5
47886,56284,5
1908,95069,8
104075,60284,4
17718,3085,2
109524,37539,3
538,58229,2
2534,8537,3
18934,71123,3
18070,43495,2
27161,329,10
19149,73193,4
25091,29096,2
36036,46909,4
49570,53799,2
1219,49,19
3328,6135,4
41113,9958,2
3110,74100,2
41814,56975,7
106363,899,3
59981,67975,4
4701,9966,3
40387,71298,2
17164,9920,11
27786,97252,2
34,95450,2
16237,875,2
6017,67843,8
733,74,6
10698,6401,2
104075,28740,10
13039,17416,2
16752,3328,2
12207,31707,2
105,325,10
1011,9265,8
44668,58284,9
14928,69921,3
4333,87866,2
54272,939,3
81547,91788,3
125113,56545,7
1649,64608,9
107440,36387,13
26893,8257,2
37896,97120,14
4581,86831,11
17060,7735,3
110165,14066,2
46,67193,17
5672,67484,4
2696,92,29
28986,9388,2
5630,7735,2
3021,4798,6
1066,15850,11
4204,6590,2
7751,89990,5
1061,1308,3
30027,699,2
38957,82771,4
110835,14058,9
31553,43448,2
101533,93136,3
106,119123,4
210,95939,33
74571,97,20
2364,96588,2
32954,7081,4
3562,64860,2
56173,98806,4
11839,19305,38
261,492,5
10997,32499,2
12608,823,22
12026,5414,2
2105,24846,6
17225,64860,2
3138,3171,4
11363,17015,2
1608,63600,2
15019,15898,4
39521,49111,2
51742,6277,13
3073,6981,2
18901,41551,2
113343,62272,3
104,302,3
35816,98683,2
13039,23162,2
29731,74340,2
3009,72372,5
15573,9540,4
28286,5900,10
146,803,33
16692,2746,2
72,894,3
73455,9509,2
112318,32281,3
109070,3095,2
55298,87637,5
100990,98692,4
102412,996,18
3044,3044,3
50671,91788,10
18947,76943,5
2779,689,6
12608,19342,195
19259,35576,5
3354,6131,2
14142,76479,2
12993,9181,2
1669,413,12
124543,39,7
3424,9073,2
37663,836,5
16,1872,3
3494,97906,3
2798,3034,2
62506,8633,18
32608,66897,2
15582,1738,2
2453,4587,4
17060,25614,2
131155,7699,5
5675,87653,2
22387,96865,8
68119,9544,7
133107,448,12
258,76,15
42659,42734,3
1066,966,2
1203,1319,2
242,57,7
16725,76943,3
27145,41785,4
127,9134,18
15435,20524,7
12191,73278,2
1682,6330,8
101126,2416,4
3598,467,2
10689,6886,2
1119,146,18
18492,32585,31
36247,62709,4
26680,31586,11
2345,64370,4
13548,18300,2
15114,2822,5
20779,25807,4
4070,7607,3
38596,85398,14
3522,87777,2
15341,9955,11
23416,98683,5
42725,87431,2
6051,77911,2
105119,17362,7
52184,58849,14
2798,3586,2
38650,85719,17
2163,2614,4
44489,7132,3
2388,453,9
49876,5429,2
1760,332,4
15023,6937,2
33094,63444,2
42725,6598,2
11973,77529,4
15530,9312,2
34904,93858,2
266,401,9
130720,39890,3
125117,44228,16
6886,88868,2
1201,1978,27
282,3522,2
1721,7765,2
119489,199,9
26215,61435,6
29936,48061,143
5433,94692,15
101388,1513,11
15319,9540,125
2153,866,10
10205,98532,2
77811,97917,10
75584,98525,15
18602,42400,3
1040,401,11
46071,85087,2
113011,132433,2
109087,130937,2
2944,784,2
18063,28530,5
121405,3662,6
40267,41785,2
27370,4882,2
3141,68536,5
3665,54271,2
66593,8293,2
43329,66603,4
47307,7170,3
5890,67690,3
10140,24147,3
12893,95942,4
107737,34671,2
121581,24518,4
15414,9369,6
11033,14378,2
23220,8132,3
60886,87949,2
2108,87951,2
24132,80845,3
22261,22840,2
13052,14877,2
23705,8227,2
11187,5201,2
639,72463,17
1586,21877,4
17340,46524,14
55937,72210,319
12798,8786,3
20852,21321,2
34884,7349,2
104075,85399,7
119489,8807,4
1074,242,2
2341,7321,2
4429,59729,5
11460,276,2
1394,1412,2
5063,99334,2
5928,8647,5
104075,56232,8
6133,7117,8
28141,87636,5
35295,78768,3
4149,71375,5
9449,98685,12
20404,4984,9
59620,85719,5
38132,3947,8
1673,4716,8
129450,20578,3
33622,48895,4
131786,82961,7
4651,58616,4
13485,14674,2
14566,27449,2
15511,29183,2
3681,8787,2
83078,89787,2
12532,12532,2
19508,86275,9
51377,88198,2
8316,9606,2
31109,72468,2
52869,58340,4
55717,74257,2
42690,6075,3
21891,56781,15
35874,37606,2
4905,64550,2
68050,70,3
22733,81155,2
30761,4158,9
27143,3306,9
102566,564,11
1040,80844,16
24900,72212,4
1607,37661,2
101389,26658,2
127160,4233,2
28530,55841,3
101388,123939,12
56781,62898,6
48943,90232,5
100025,35,12
18965,5193,2
44265,70760,5
14750,15334,9
131154,136,16
1178,1692,3
17831,5037,3
22376,34881,2
13745,2572,2
2896,49739,6
19398,53587,3
1063,37503,2
13624,7114,8
127571,270,40
24802,3651,7
100297,6613,4
16430,7396,4
2554,80844,15
1897,64608,2
3049,6627,4
1011,1324,5
26402,84780,5
131361,32136,2
1090,68689,2
106658,61328,2
119693,70600,3
49619,5787,9
13232,7877,2
30200,99472,3
5699,90813,3
22741,42466,2
40678,41488,2
131154,17224,16
8332,91046,3
43900,640,31
111194,44181,8
67553,813,10
40444,57442,2
1118,55937,105
125113,75,23
2139,5491,2
11634,3313,3
4028,556,2
30640,3428,2
11782,81909,3
51461,68537,2
26332,35156,2
34112,707,6
110476,6657,6
22806,33969,3
113499,750,3
15573,95,2
102413,13854,6
30994,53426,7
4208,5023,11
23266,40522,2
13017,23134,2
28530,70293,2
3514,62774,3
135357,7273,3
30563,62780,3
115762,132433,2
6374,770,12
43837,81916,2
104075,44299,11
19714,46026,3
15,63028,15
41785,9293,8
10275,67404,25
1122,63659,2
124737,22935,4
32957,58340,2
37417,80653,2
26658,8132,23
17268,2053,2
21511,3359,7
3138,494,3
108939,4333,2
16319,9448,32
37262,9274,2
23501,4418,5
43048,58741,3
11047,11199,2
102566,551,18
1034,2790,2
5828,96588,2
51101,73455,4
11105,11461,2
101980,15514,2
124555,70600,5
116777,134712,2
125116,23959,7
10202,45559,4
3870,50924,22
7474,892,9
1369,53692,8
2951,3325,2
14129,19135,2
1594,748,3
28101,9003,2
38678,59554,6
26613,38336,6
103457,72130,65
1773,87636,3
1114,522,8
11603,77712,2
20251,24530,2
12226,1515,2
19194,53692,119
3167,522,7
2731,33378,2
15512,2413,3
23686,46392,3
4433,9206,10
135114,90254,4
31839,98806,2
32988,572,70
1194,45730,2
7349,8068,9
35577,71123,3
54166,984,158
10194,9948,2
11822,65,3
20048,94224,26
66758,68844,2
45838,77623,39
36036,54008,3
4324,91042,2
126562,32397,3
4438,449,2
51377,69995,4
14048,2810,11
127161,5878,2
4755,75076,4
16208,2886,2
185,23956,2
31750,43407,5
126153,25068,2
12298,28442,2
2402,59448,4
33688,39661,2
124935,9312,3
6215,86975,2
43613,48544,5
60399,9942,7
3943,83282,2
21546,30711,2
10761,24337,3
2065,5160,7
147,94096,32
24368,27486,3
35813,60831,2
130520,5428,6
1422,15650,2
194,46,93
2656,8967,2
72133,87864,2
23687,26647,2
101967,4524,3
1695,6026,6
14247,5631,2
24803,76473,2
106036,93373,4
17002,21405,4
1615,3409,8
107443,34382,2
22805,5229,9
14312,32989,3
146,5386,20
10435,2019,52
30384,64081,4
14722,55516,2
39497,89203,2
76553,93631,8
110499,111845,3
131356,7277,5
2344,86965,5
10435,628,2
11719,87638,7
10555,8245,6
15899,91281,2
72845,9781,4
122950,39980,2
427,63517,2
108023,82444,9
39290,54700,9
14066,9829,9
103328,59918,3
34180,98259,4
62709,81547,5
23502,92778,4
133360,65759,2
31604,632,2
7892,98260,2
216,236,2
4283,4470,2
35540,44230,2
36881,77044,4
3002,3539,4
21882,48590,2
2634,9977,4
13173,97503,3
22388,33095,2
67844,86513,3
23782,87638,10
10477,30731,2
22984,37322,3
3878,53695,3
130316,98806,2
21511,62774,5
106204,903,3
12608,1429,2
18479,26893,2
2444,5387,5
6849,68536,5
10909,8300,2
122526,60228,3
4796,69577,9
46395,46684,2
75344,7868,2
57724,79432,11
134483,15019,2
121981,770,2
5699,6089,8
2426,9601,2
2312,33176,2
132666,29029,2
118942,2810,2
1607,1607,4
18507,31619,2
9262,93256,2
45248,89789,2
196,391,2
13160,14977,5
12946,27542,3
109836,52821,17
10223,33280,3
11929,3444,9
2168,5024,4
102,3480,11
115752,30165,5
1927,7346,2
6853,770,2
11699,45164,2
23451,40678,4
33573,40093,6
112834,130532,4
6648,80748,2
72942,91043,8
10737,4572,4
1285,43900,18
22145,8342,10
111524,91665,6
12700,4986,2
28313,8877,6
5738,7390,3
100855,11139,2
1827,64549,27
2160,5593,2
14066,94694,2
37579,53856,2
13787,18581,2
17530,45479,2
100845,4038,12
28530,93505,4
17190,29717,2
21749,68756,4
10435,3151,12
128180,39125,2
25655,53700,2
146,146,24
12570,12884,3
69676,7689,125
58282,76206,93
20251,9220,3
52869,62901,2
108322,522,4
87437,8892,3
11696,121982,8
45442,53018,2
614,657,7
116073,56915,2
38680,41640,2
1750,54168,3
39980,88624,5
509,662,12
32608,74170,3
17251,65565,3
1205,84983,3
104075,29406,18
14041,24161,3
101262,18277,5
1992,5600,3
13925,65990,5
12608,99209,75
1958,695,16
21857,27260,2
20241,74574,2
41792,63257,3
177,80844,22
2168,82444,21
12259,29855,2
13168,30179,10
26502,60407,2
3175,85945,4
69128,84330,2
106199,17116,7
21794,6115,2
73278,82354,6
10611,24832,4
38803,98683,2
33592,34918,11
104075,457,12
19240,19761,2
111194,52399,7
107881,14639,3
115027,63028,20
4333,49383,12
4437,5025,8
41785,8365,3
22388,24603,3
35636,67481,4
13628,78214,2
59799,62210,5
131578,38937,2
1266,26426,2
12893,73944,6
104075,3814,6
15073,32398,2
106658,18236,2
17530,54056,2
28417,88073,2
4417,45476,4
107434,12458,5
132647,28530,5
16385,96864,3
104088,2297,2
1399,55055,2
27536,63866,2
1137,29838,6
43566,802,2
17159,73704,6
13533,1921,6
148,15,12
319,492,21
15116,44695,3
11603,93503,5
1261,505,8
38336,683,2
23888,3025,10
21327,38956,9
401,80844,15
2441,7035,2
40203,6989,22
2348,82961,56
16388,1944,4
125113,3480,22
13756,22401,3
33617,97895,2
46909,54008,11
100025,405,7
12414,94224,146
40446,78482,2
10216,34717,4
122703,60231,3
1808,82654,5
29000,5799,2
95,984,2
125331,28648,2
7491,7971,4
101125,265,155
24404,29028,2
23685,51137,2
6028,62391,2
23956,416,6
1512,3562,6
17991,65924,2
51461,6268,6
31839,36668,3
24202,90812,6
386,626,12
19405,52666,15
14310,34010,2
416,484,4
50169,62561,2
103158,1369,6
19342,4345,2
18317,6135,12
70596,7859,2
35390,65908,2
104075,2266,22
14723,8985,3
10836,66897,2
1622,2714,2
61745,99473,2
6268,80967,2
49,59729,4
130314,5400,7
101820,2267,17
13313,51236,2
3151,33183,2
16102,20273,2
37896,89897,4
13089,40021,2
12065,92402,6
45839,7747,2
55053,99209,2
10603,15019,4
37357,54270,16
163,95939,45
198,5078,2
13641,97503,4
6832,73794,5
41085,95612,3
26787,77033,6
